col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
13,265,523,3.570,0,486.374,0.000,0.000,36.626,1.000,0.000,4,522.993,0.008,0.000,0.000,0.185262,29.457,522.993,0.008,0.000,0.000,0.185262,29.457,24.000,523.449,3.534,35
14,285,523,3.641,0,486.374,0.000,0.000,36.626,1.000,0.000,4,522.995,0.007,0.000,0.000,0.184956,29.446,522.995,0.007,0.000,0.000,0.184956,29.446,24.000,523.254,3.196,35
15,305,516,3.688,0,486.374,0.000,0.000,29.626,1.000,0.000,4,521.702,-6.995,0.000,0.000,0.184754,29.439,521.702,-6.995,0.000,0.000,0.184754,29.439,24.000,520.151,3.196,35
16,325,527,3.648,0,486.202,0.000,0.000,40.798,1.000,0.000,4,522.680,5.298,0.000,0.000,0.184619,29.434,522.680,5.298,0.000,0.000,0.184619,29.434,24.000,522.898,3.534,35
17,345,522,3.617,0,486.202,0.000,0.000,35.798,1.000,0.000,4,522.555,-0.680,0.000,0.000,0.184529,29.431,522.555,-0.680,0.000,0.000,0.184529,29.431,24.000,522.533,3.534,35
18,365,526,3.625,0,486.374,0.000,0.000,39.626,1.000,0.000,4,523.190,3.445,0.000,0.000,0.184470,29.429,523.190,3.445,0.000,0.000,0.184470,29.429,24.000,524.033,3.196,35
19,385,516,3.656,0,486.374,0.000,0.000,29.626,1.000,0.000,4,521.864,-7.190,23.468,-0.905,0.184430,29.427,521.583,-7.190,23.468,-0.905,0.223475,24.286,18.859,520.893,3.714,35
20,407,527,3.648,0,486.374,0.000,0.000,40.626,1.000,0.000,4,523.132,4.742,15.350,0.282,0.184386,29.426,523.732,4.564,15.329,0.287,0.283853,15.411,11.037,523.045,7.110,35
21,427,518,3.633,0,486.374,0.000,0.000,31.626,1.000,0.000,4,522.186,-5.132,16.507,-0.082,0.184374,29.425,522.323,-5.732,16.809,-0.107,0.245697,16.821,12.688,521.582,7.764,35
22,447,520,3.734,0,486.374,0.000,0.000,33.626,1.000,0.000,4,521.783,-2.186,16.633,-0.119,0.184367,29.425,521.760,-2.323,16.962,-0.151,0.242416,16.985,12.867,521.314,15.938,35
23,465,522,3.477,0,486.202,0.000,0.000,35.798,1.000,0.000,4,521.823,0.217,16.638,-0.103,0.184361,29.425,521.818,0.240,16.969,-0.134,0.242493,16.987,12.868,521.444,15.938,35
24,485,519,3.633,0,486.202,0.000,0.000,32.798,1.000,0.000,4,521.303,-2.823,13.497,-0.641,0.184358,29.425,521.003,-2.818,13.794,-0.671,0.289263,14.244,10.124,520.903,14.078,35
25,505,528,3.602,0,486.202,0.000,0.000,41.798,1.000,0.000,4,522.537,6.697,16.045,-0.319,0.184356,29.425,522.650,6.997,16.577,-0.334,0.235398,16.689,12.760,523.505,7.110,35
28,565,517,3.719,0,486.202,0.000,0.000,30.798,1.000,0.000,4,521.370,-5.357,15.137,-0.040,0.184353,29.424,521.019,-5.355,15.684,-0.063,0.249515,15.688,11.773,520.963,8.110,35
29,585,523,3.672,0,486.202,0.000,0.000,36.798,1.000,0.000,4,521.670,1.630,14.952,-0.083,0.184352,29.424,521.520,1.981,15.564,-0.089,0.252875,15.572,11.634,521.685,6.802,35
30,605,520,3.703,0,486.202,0.000,0.000,33.798,1.000,0.000,4,521.362,-1.670,14.538,-0.318,0.184352,29.424,521.126,-1.520,15.127,-0.316,0.258867,15.228,11.286,521.186,8.110,35
31,627,516,3.547,0,486.202,0.000,0.000,29.798,1.000,0.000,4,520.770,-5.849,16.030,-0.602,0.184351,29.424,520.514,-5.861,16.706,-0.590,0.229786,17.054,13.135,520.186,7.764,35
32,647,525,3.617,0,486.202,0.000,0.000,38.798,1.000,0.000,4,521.550,4.230,17.134,-0.391,0.184351,29.424,521.512,4.486,17.926,-0.366,0.222496,18.060,14.042,521.084,14.674,35
33,667,518,3.555,0,486.374,0.000,0.000,31.626,1.000,0.000,4,520.896,-3.550,15.423,-0.219,0.184351,29.424,520.620,-3.512,16.194,-0.191,0.254100,16.231,12.107,520.572,18.778,35
34,685,514,3.586,0,486.374,0.000,0.000,27.626,1.000,0.000,4,519.624,-6.896,15.759,-0.829,0.184351,29.424,519.034,-6.620,16.399,-0.787,0.239518,17.019,12.942,519.223,15.938,35
35,705,525,3.664,0,486.374,0.000,0.000,38.626,1.000,0.000,4,520.615,5.376,17.591,-0.526,0.184351,29.424,520.337,5.966,18.568,-0.455,0.218373,18.775,14.675,520.526,14.674,35
36,725,518,3.648,0,486.374,0.000,0.000,31.626,1.000,0.000,4,520.133,-2.615,16.929,-0.829,0.184351,29.424,519.805,-2.337,17.901,-0.744,0.227836,18.455,14.250,520.054,18.778,35
37,745,521,3.641,0,486.374,0.000,0.000,34.626,1.000,0.000,4,520.293,0.867,14.887,-0.426,0.184351,29.424,520.123,1.195,15.835,-0.325,0.266399,15.941,11.694,520.263,15.938,35
38,765,518,3.531,0,486.546,0.000,0.000,31.454,1.000,0.000,4,519.870,-2.293,14.684,-0.648,0.184351,29.424,519.573,-2.123,15.570,-0.552,0.259246,15.874,11.759,519.763,15.938,35
39,785,517,3.633,0,486.546,0.000,0.000,30.454,1.000,0.000,4,519.341,-2.870,13.334,-1.028,0.184351,29.424,518.886,-2.573,14.338,-0.909,0.266982,15.164,11.115,518.690,7.110,35
40,805,517,3.594,0,486.546,0.000,0.000,30.454,1.000,0.000,4,518.910,-2.341,12.558,-0.889,0.184351,29.424,518.340,-1.886,13.186,-0.716,0.289626,13.699,9.731,518.105,7.110,35
41,827,517,3.602,0,486.202,0.000,0.000,30.798,1.000,0.000,4,519.624,-3.217,15.782,-0.596,0.184351,29.424,519.398,-3.127,16.701,-0.386,0.233090,16.849,12.922,520.034,20.373,35
42,847,516,3.609,0,486.202,0.000,0.000,29.798,1.000,0.000,4,518.956,-3.624,15.990,-0.637,0.184351,29.424,518.598,-3.398,16.858,-0.415,0.235588,17.030,13.018,519.239,15.938,35
43,867,515,3.641,0,486.202,0.000,0.000,28.798,1.000,0.000,4,518.226,-3.956,13.568,-1.169,0.184351,29.424,517.637,-3.598,14.337,-0.944,0.267045,15.229,11.162,518.365,15.938,35
47,945,519,3.602,0,486.202,0.000,0.000,32.798,1.000,0.000,4,521.111,-2.588,35.470,-0.152,0.184351,29.424,519.912,-1.058,35.774,0.286,0.138298,35.856,30.897,523.760,29.294,35
48,965,526,3.672,0,486.202,0.000,0.000,39.798,1.000,0.000,4,522.012,4.889,36.518,0.176,0.184351,29.424,520.766,6.088,37.149,0.667,0.140262,37.594,32.321,524.080,28.142,35
49,985,537,3.570,0,486.202,0.000,0.000,50.798,1.000,0.000,4,524.775,14.988,46.803,0.794,0.184351,29.424,522.549,16.234,48.577,1.335,0.109879,50.359,44.825,525.971,29.294,35
50,1005,530,3.656,0,486.202,0.000,0.000,43.798,1.000,0.000,4,525.738,5.225,45.272,1.347,0.184351,29.424,523.408,7.451,47.415,2.000,0.115243,51.417,45.491,526.472,37.226,35
51,1025,519,3.578,0,486.031,0.000,0.000,32.969,1.000,0.000,4,524.496,-6.738,47.825,0.799,0.184351,29.424,522.872,-4.408,48.961,1.556,0.121492,51.382,45.140,525.456,35.773,35
52,1047,514,3.617,0,486.031,0.000,0.000,27.969,1.000,0.000,4,521.284,-8.930,52.849,0.450,0.184351,29.424,521.041,-8.034,52.428,1.317,0.123567,54.163,47.470,523.095,41.940,35
53,1067,527,3.703,0,486.202,0.000,0.000,40.798,1.000,0.000,4,522.337,5.716,53.023,0.467,0.184351,29.424,521.796,5.959,52.425,1.317,0.126771,54.159,47.293,523.580,45.401,35
54,1085,526,3.602,0,486.202,0.000,0.000,39.798,1.000,0.000,4,523.013,3.663,52.960,0.781,0.184351,29.424,522.333,4.204,52.067,1.644,0.127725,54.769,47.774,523.922,40.308,35
55,1105,527,3.578,0,486.202,0.000,0.000,40.798,1.000,0.000,4,523.748,3.987,53.449,0.937,0.184351,29.424,522.927,4.667,52.484,1.817,0.127305,55.786,48.685,524.360,40.308,35
56,1125,520,3.602,0,486.202,0.000,0.000,33.798,1.000,0.000,4,523.057,-3.748,54.020,0.864,0.184351,29.424,522.551,-2.927,52.831,1.777,0.128556,55.990,48.792,523.796,45.401,35
57,1145,524,3.617,0,486.202,0.000,0.000,37.798,1.000,0.000,4,523.231,0.943,53.286,1.055,0.184351,29.424,522.740,1.449,51.850,1.978,0.130416,55.764,48.491,523.825,41.940,35
58,1165,518,3.625,0,486.374,0.000,0.000,31.626,1.000,0.000,4,522.266,-5.231,54.664,0.910,0.184351,29.424,522.128,-4.740,53.340,1.836,0.129150,56.709,49.385,523.082,47.235,35
59,1185,527,3.703,0,486.374,0.000,0.000,40.626,1.000,0.000,4,523.139,4.734,53.471,0.793,0.184351,29.424,522.782,4.872,52.085,1.696,0.134240,54.962,47.584,523.607,45.401,35
60,1205,516,3.555,0,486.374,0.000,0.000,29.626,1.000,0.000,4,521.823,-7.139,55.775,0.596,0.184351,29.424,521.899,-6.782,54.482,1.513,0.130127,56.773,49.385,522.615,47.235,35
61,1225,517,3.664,0,486.202,0.000,0.000,30.798,1.000,0.000,4,520.934,-4.823,56.349,0.537,0.184351,29.424,521.266,-4.899,55.327,1.438,0.129389,57.396,49.969,521.797,41.940,35
62,1247,523,3.695,0,486.202,0.000,0.000,36.798,1.000,0.000,4,520.723,2.791,56.580,0.639,0.184351,29.424,521.010,2.287,55.721,1.451,0.129678,57.827,50.328,521.456,41.940,35
64,1287,518,3.633,0,486.374,0.000,0.000,31.626,1.000,0.000,4,519.661,-2.037,35.831,-0.522,0.184351,29.424,519.769,-2.184,36.705,0.151,0.189966,36.728,29.751,520.246,25.969,35
65,1305,513,3.656,0,486.374,0.000,0.000,26.626,1.000,0.000,4,518.433,-6.661,37.460,-0.726,0.184351,29.424,518.614,-6.769,38.945,-0.134,0.170716,38.963,32.312,518.769,25.969,35
66,1325,528,3.734,0,486.031,0.000,0.000,41.969,1.000,0.000,4,520.197,9.567,41.126,-0.492,0.184351,29.424,520.087,9.386,41.514,0.031,0.156958,41.515,34.999,520.246,33.030,35
67,1345,508,3.633,0,486.031,0.000,0.000,21.969,1.000,0.000,4,517.948,-12.197,34.146,-1.851,0.184351,29.424,517.885,-12.087,33.723,-1.385,0.182183,35.642,29.149,518.416,35.773,35
68,1365,516,3.742,0,486.031,0.000,0.000,29.969,1.000,0.000,4,517.589,-1.948,31.514,-2.210,0.184351,29.424,517.525,-1.885,29.614,-1.852,0.190969,33.044,26.734,518.052,35.773,35
69,1385,517,3.562,0,486.031,0.000,0.000,30.969,1.000,0.000,4,517.481,-0.589,30.526,-1.903,0.184351,29.424,517.425,-0.525,29.338,-1.658,0.190277,32.086,25.981,517.876,31.736,35
70,1405,532,3.562,0,486.031,0.000,0.000,45.969,1.000,0.000,4,520.157,14.519,40.512,-0.752,0.184351,29.424,519.572,14.575,40.003,-0.586,0.147315,40.346,34.403,520.466,28.142,35
71,1425,525,3.648,0,486.374,0.000,0.000,38.626,1.000,0.000,4,521.050,4.843,38.259,-0.063,0.184351,29.424,520.426,5.428,38.585,0.088,0.157234,38.592,32.524,521.178,33.030,35
72,1447,525,3.578,0,486.374,0.000,0.000,38.626,1.000,0.000,4,521.771,3.959,36.629,-0.337,0.184351,29.424,521.260,4.479,36.925,-0.168,0.165050,36.953,30.854,521.847,28.142,35
73,1467,530,3.656,0,486.202,0.000,0.000,43.798,1.000,0.000,4,523.288,8.229,39.318,-0.125,0.184351,29.424,522.602,8.740,39.682,0.036,0.153527,39.683,33.591,523.396,25.969,35
74,1487,520,3.594,0,486.202,0.000,0.000,33.798,1.000,0.000,4,522.682,-3.288,39.162,-0.102,0.184351,29.424,522.197,-2.602,39.590,0.052,0.155509,39.593,33.436,522.861,31.736,35
75,1505,514,3.445,0,486.202,0.000,0.000,27.798,1.000,0.000,4,521.081,-8.682,42.556,-0.583,0.184351,29.424,521.011,-8.197,42.663,-0.430,0.144688,42.848,36.648,521.499,33.030,35
76,1525,532,3.492,0,486.202,0.000,0.000,45.798,1.000,0.000,4,523.094,10.919,47.439,0.225,0.184351,29.424,522.461,10.989,47.635,0.356,0.131958,47.762,41.460,523.131,33.030,35
77,1545,523,3.688,0,486.202,0.000,0.000,36.798,1.000,0.000,4,523.077,-0.094,46.369,-0.017,0.184351,29.424,522.536,0.539,46.570,0.139,0.138891,46.590,40.119,523.112,35.773,35
78,1565,532,3.547,0,486.374,0.000,0.000,45.626,1.000,0.000,4,524.722,8.923,47.184,0.786,0.184351,29.424,523.812,9.464,47.862,0.952,0.134763,48.768,42.196,524.523,33.030,35
79,1585,529,3.680,0,486.374,0.000,0.000,42.626,1.000,0.000,4,525.510,4.278,46.013,1.241,0.184351,29.424,524.521,5.188,46.794,1.456,0.136699,48.914,42.228,525.235,33.030,35
80,1605,521,3.648,0,486.374,0.000,0.000,34.626,1.000,0.000,4,524.679,-4.510,46.328,1.212,0.184351,29.424,524.030,-3.521,46.394,1.493,0.139282,48.624,41.852,524.605,35.773,35
82,1645,514,3.688,0,486.202,0.000,0.000,27.798,1.000,0.000,4,522.458,-10.369,51.801,0.657,0.184351,29.424,522.592,-9.885,51.429,1.034,0.130785,52.498,45.632,522.950,40.308,35
83,1667,513,3.648,0,486.374,0.000,0.000,26.626,1.000,0.000,4,519.894,-8.452,54.710,0.396,0.184351,29.424,520.739,-8.868,54.889,0.758,0.127396,55.464,48.398,520.961,45.401,35
84,1687,527,3.586,0,486.374,0.000,0.000,40.626,1.000,0.000,4,521.204,7.106,52.741,0.273,0.184351,29.424,521.585,6.261,52.656,0.602,0.135153,53.019,45.853,521.801,41.940,35
85,1707,521,3.727,0,486.374,0.000,0.000,34.626,1.000,0.000,4,521.166,-0.204,44.618,0.873,0.184351,29.424,521.493,-0.585,44.345,1.177,0.157381,45.731,38.534,521.688,41.940,35
86,1725,515,3.602,0,486.374,0.000,0.000,28.626,1.000,0.000,4,520.029,-6.166,46.653,0.662,0.184351,29.424,520.530,-6.493,46.765,0.947,0.148223,47.661,40.597,520.714,40.308,35
87,1745,517,3.672,0,486.374,0.000,0.000,30.626,1.000,0.000,4,519.471,-3.029,47.241,0.540,0.184351,29.424,520.017,-3.530,47.636,0.797,0.145376,48.271,41.253,520.135,37.226,35
88,1765,518,3.555,0,486.202,0.000,0.000,31.798,1.000,0.000,4,519.200,-1.471,37.033,-0.260,0.184351,29.424,519.644,-2.017,37.852,-0.033,0.184854,37.853,30.856,519.794,35.773,35
89,1785,517,3.719,0,486.202,0.000,0.000,30.798,1.000,0.000,4,518.794,-2.200,35.795,-0.612,0.184351,29.424,519.162,-2.644,36.539,-0.437,0.182518,36.729,30.026,519.322,33.030,35
90,1805,519,3.617,0,486.202,0.000,0.000,32.798,1.000,0.000,4,518.832,0.206,35.813,-0.599,0.184351,29.424,519.133,-0.162,36.490,-0.473,0.176504,36.714,30.234,519.257,25.969,35
91,1825,523,3.547,0,486.202,0.000,0.000,36.798,1.000,0.000,4,519.601,4.168,35.910,-0.589,0.184351,29.424,519.805,3.867,36.205,-0.504,0.173797,36.459,30.122,520.007,24.943,35
92,1845,526,3.523,0,486.202,0.000,0.000,39.798,1.000,0.000,4,520.780,6.399,34.455,-0.680,0.184351,29.424,520.923,6.195,34.160,-0.631,0.180424,34.558,28.323,521.169,24.943,35
93,1867,513,3.648,0,486.374,0.000,0.000,26.626,1.000,0.000,4,519.078,-7.452,33.249,-0.543,0.184351,29.424,519.235,-7.581,33.598,-0.566,0.177632,33.919,27.894,519.359,25.969,35
94,1887,517,3.625,0,486.374,0.000,0.000,30.626,1.000,0.000,4,518.695,-2.078,26.375,-1.193,0.184351,29.424,518.762,-2.235,26.624,-1.228,0.211682,28.131,22.176,518.974,29.294,35
95,1907,520,3.648,0,486.374,0.000,0.000,33.626,1.000,0.000,4,518.936,1.305,26.622,-1.123,0.184351,29.424,519.012,1.238,26.771,-1.193,0.201975,28.193,22.499,519.132,31.736,35
96,1925,526,3.586,0,486.202,0.000,0.000,39.798,1.000,0.000,4,520.238,7.064,24.919,-1.216,0.184351,29.424,520.493,6.988,24.424,-1.316,0.211961,26.157,20.612,520.321,28.142,35
97,1945,528,3.586,0,486.202,0.000,0.000,41.798,1.000,0.000,4,521.669,7.762,27.409,-1.042,0.184351,29.424,521.952,7.507,26.187,-1.200,0.194330,27.628,22.259,522.039,20.373,35
98,1965,523,3.633,0,486.202,0.000,0.000,36.798,1.000,0.000,4,521.914,1.331,27.004,-0.750,0.184351,29.424,522.158,1.048,26.119,-0.972,0.196784,27.064,21.738,522.245,20.373,35
99,1985,517,3.609,0,486.202,0.000,0.000,30.798,1.000,0.000,4,521.008,-4.914,27.802,-0.912,0.184351,29.424,521.198,-5.158,26.952,-1.178,0.186222,28.341,23.063,520.924,15.938,35
101,2025,514,3.547,0,486.202,0.000,0.000,27.798,1.000,0.000,4,518.211,-5.163,27.336,-0.879,0.184351,29.424,518.322,-5.313,27.110,-1.180,0.186528,28.502,23.186,518.769,31.736,35
102,2045,519,3.633,0,486.202,0.000,0.000,32.798,1.000,0.000,4,518.357,0.789,24.394,-0.417,0.184351,29.424,518.469,0.678,24.099,-0.703,0.216518,24.593,19.268,518.803,31.736,35
103,2065,519,3.664,0,486.202,0.000,0.000,32.798,1.000,0.000,4,518.475,0.643,21.516,-0.740,0.184351,29.424,518.590,0.531,21.668,-0.989,0.228373,22.647,17.475,518.858,14.674,35
104,2087,523,3.617,0,486.202,0.000,0.000,36.798,1.000,0.000,4,518.937,4.981,21.620,-0.296,0.184351,29.424,519.132,4.973,21.827,-0.516,0.222063,22.094,17.187,519.193,18.026,35
105,2107,532,3.516,0,486.202,0.000,0.000,45.798,1.000,0.000,4,521.345,13.063,29.522,0.508,0.184351,29.424,521.215,12.868,29.658,0.304,0.161904,29.750,24.934,521.903,18.026,35
106,2125,525,3.648,0,486.202,0.000,0.000,38.798,1.000,0.000,4,522.019,3.655,29.755,0.765,0.184351,29.424,521.845,3.785,29.911,0.594,0.166435,30.263,25.226,522.388,25.969,35
107,2145,525,3.570,0,486.202,0.000,0.000,38.798,1.000,0.000,4,522.569,2.981,29.494,1.024,0.184351,29.424,522.384,3.155,29.630,0.884,0.170941,30.411,25.213,522.814,25.969,35
108,2165,518,3.664,0,486.202,0.000,0.000,31.798,1.000,0.000,4,521.726,-4.569,30.967,0.785,0.184351,29.424,521.642,-4.384,30.919,0.673,0.169261,31.371,26.061,522.084,29.294,35
109,2185,526,3.547,0,486.202,0.000,0.000,39.798,1.000,0.000,4,522.514,4.274,31.004,0.790,0.184351,29.424,522.389,4.358,31.087,0.697,0.171385,31.573,26.162,522.697,29.294,35
110,2205,526,3.562,0,486.202,0.000,0.000,39.798,1.000,0.000,4,523.157,3.486,29.773,0.645,0.184351,29.424,523.042,3.611,29.984,0.568,0.180945,30.306,24.822,523.282,25.969,35
111,2225,521,3.633,0,486.202,0.000,0.000,34.798,1.000,0.000,4,522.759,-2.157,29.871,0.626,0.184351,29.424,522.673,-2.042,30.014,0.562,0.181059,30.330,24.838,522.877,25.969,35
112,2245,523,3.688,0,486.202,0.000,0.000,36.798,1.000,0.000,4,522.804,0.241,26.467,1.010,0.184351,29.424,522.738,0.327,26.545,0.957,0.200180,27.461,21.964,522.897,29.294,35
113,2265,517,3.641,0,486.202,0.000,0.000,30.798,1.000,0.000,4,521.734,-5.804,28.277,0.824,0.184351,29.424,521.665,-5.738,28.246,0.782,0.187011,28.858,23.461,521.936,29.294,35
114,2287,522,3.680,0,486.202,0.000,0.000,35.798,1.000,0.000,4,520.770,1.508,28.736,0.144,0.184351,29.424,520.791,1.493,28.660,0.112,0.190125,28.672,23.221,520.974,33.030,35
115,2307,526,3.727,0,486.202,0.000,0.000,39.798,1.000,0.000,4,521.734,5.230,27.112,0.018,0.184351,29.424,521.827,5.209,27.211,-0.003,0.198994,27.211,21.796,521.852,28.142,35
116,2327,528,3.555,0,486.202,0.000,0.000,41.798,1.000,0.000,4,522.889,6.266,28.916,0.264,0.184351,29.424,522.961,6.173,28.997,0.254,0.183657,29.061,23.724,522.992,25.969,35
117,2345,529,3.609,0,486.202,0.000,0.000,42.798,1.000,0.000,4,524.016,6.111,28.980,0.816,0.184351,29.424,524.056,6.039,28.893,0.813,0.181261,29.555,24.198,524.091,25.969,35
119,2385,524,3.547,0,486.202,0.000,0.000,37.798,1.000,0.000,4,523.560,0.540,21.670,1.451,0.184351,29.424,523.528,0.607,21.278,1.467,0.222688,23.429,18.212,523.651,16.607,35
120,2405,523,3.555,0,486.202,0.000,0.000,36.798,1.000,0.000,4,523.456,-0.560,21.845,1.383,0.184351,29.424,523.414,-0.528,21.442,1.406,0.215864,23.420,18.364,523.504,18.026,35
121,2425,524,3.609,0,486.202,0.000,0.000,37.798,1.000,0.000,4,523.557,0.544,21.853,1.378,0.184351,29.424,523.538,0.586,21.438,1.409,0.211937,23.423,18.459,523.613,18.026,35
122,2445,513,3.664,0,486.202,0.000,0.000,26.798,1.000,0.000,4,521.610,-10.557,28.069,0.974,0.184351,29.424,521.731,-10.538,27.617,1.012,0.171511,28.640,23.728,521.397,18.778,35
123,2465,518,3.602,0,486.202,0.000,0.000,31.798,1.000,0.000,4,520.945,-3.610,28.133,0.545,0.184351,29.424,521.058,-3.731,27.767,0.577,0.180416,28.100,23.030,520.957,33.030,35
124,2487,522,3.586,0,486.202,0.000,0.000,35.798,1.000,0.000,4,521.148,1.045,19.229,-0.236,0.184351,29.424,521.283,0.957,19.105,-0.211,0.251402,19.149,14.335,521.254,14.078,35
125,2507,524,3.594,0,486.202,0.000,0.000,37.798,1.000,0.000,4,521.673,2.852,19.188,-0.243,0.184351,29.424,521.941,2.717,18.966,-0.233,0.242047,19.021,14.417,521.967,14.078,35
126,2527,520,3.664,0,486.202,0.000,0.000,33.798,1.000,0.000,4,521.365,-1.673,18.334,-0.098,0.184351,29.424,521.463,-1.941,18.236,-0.111,0.246029,18.248,13.759,521.493,14.674,35
127,2545,528,3.758,0,486.202,0.000,0.000,41.798,1.000,0.000,4,522.588,6.635,19.631,0.020,0.184351,29.424,522.938,6.537,19.435,-0.002,0.225625,19.435,15.050,523.079,14.078,35
128,2565,514,3.602,0,486.202,0.000,0.000,27.798,1.000,0.000,4,521.005,-8.588,22.371,-0.584,0.184351,29.424,521.213,-8.938,22.381,-0.629,0.192981,22.778,18.382,521.457,20.373,35
129,2585,525,3.523,0,486.202,0.000,0.000,38.798,1.000,0.000,4,521.741,3.995,23.201,-0.276,0.184351,29.424,521.953,3.787,23.172,-0.338,0.195284,23.286,18.739,522.308,14.674,35
130,2605,518,3.570,0,486.202,0.000,0.000,31.798,1.000,0.000,4,521.052,-3.741,23.749,-0.475,0.184351,29.424,521.187,-3.953,23.757,-0.552,0.193640,24.062,19.402,521.472,18.778,35
131,2625,523,3.664,0,486.202,0.000,0.000,36.798,1.000,0.000,4,521.411,1.948,22.472,-0.088,0.184351,29.424,521.569,1.813,22.549,-0.174,0.210680,22.580,17.823,521.817,15.938,35
132,2645,516,3.594,0,486.202,0.000,0.000,29.798,1.000,0.000,4,520.413,-5.411,21.676,-0.021,0.184351,29.424,520.361,-5.569,21.895,-0.120,0.217024,21.909,17.155,520.514,15.938,35
133,2665,527,3.609,0,486.031,0.000,0.000,40.969,1.000,0.000,4,521.628,6.587,23.678,0.233,0.184351,29.424,521.667,6.639,23.983,0.138,0.196773,24.002,19.279,521.959,15.938,35
134,2685,525,3.539,0,486.031,0.000,0.000,38.969,1.000,0.000,4,522.249,3.372,22.914,0.140,0.184351,29.424,522.356,3.333,23.199,0.044,0.206615,23.201,18.407,522.552,18.778,35
135,2707,520,3.672,0,486.031,0.000,0.000,33.969,1.000,0.000,4,522.098,-2.572,19.317,-0.520,0.184351,29.424,522.080,-2.724,19.593,-0.621,0.236589,19.978,15.252,522.194,14.078,35
138,2765,529,3.656,0,486.202,0.000,0.000,42.798,1.000,0.000,4,523.332,6.949,23.988,-0.034,0.184351,29.424,523.327,6.996,24.474,-0.124,0.189195,24.490,19.856,523.553,18.026,35
139,2785,530,3.602,0,486.202,0.000,0.000,43.798,1.000,0.000,4,524.561,6.668,26.123,0.272,0.184351,29.424,524.516,6.673,26.666,0.180,0.178164,26.699,21.942,524.811,18.778,35
140,2805,522,3.648,0,486.202,0.000,0.000,35.798,1.000,0.000,4,524.089,-2.561,20.501,0.672,0.184351,29.424,523.941,-2.516,21.124,0.582,0.228736,21.462,16.553,524.411,28.142,35
141,2825,532,3.586,0,486.202,0.000,0.000,45.798,1.000,0.000,4,525.547,7.911,21.873,1.248,0.184351,29.424,525.547,8.059,22.643,1.171,0.199312,24.014,19.228,526.224,15.938,35
142,2845,527,3.664,0,486.202,0.000,0.000,40.798,1.000,0.000,4,525.815,1.453,21.799,1.318,0.184351,29.424,525.838,1.453,22.566,1.247,0.200349,24.120,19.287,526.382,18.778,35
143,2865,518,3.617,0,486.202,0.000,0.000,31.798,1.000,0.000,4,524.374,-7.815,25.769,0.875,0.184351,29.424,524.434,-7.838,26.495,0.807,0.179189,27.146,22.281,524.668,18.778,35
144,2885,517,3.547,0,486.202,0.000,0.000,30.798,1.000,0.000,4,523.015,-7.374,28.715,0.364,0.184351,29.424,523.177,-7.434,29.450,0.299,0.169014,29.540,24.547,522.938,16.607,35
145,2907,521,3.656,0,486.202,0.000,0.000,34.798,1.000,0.000,4,522.040,-1.275,27.372,-0.149,0.184351,29.424,522.192,-1.466,28.149,-0.213,0.186973,28.195,22.923,522.146,25.969,35
146,2927,517,3.742,0,486.374,0.000,0.000,30.626,1.000,0.000,4,521.111,-5.040,24.975,0.029,0.184351,29.424,521.117,-5.192,25.547,-0.025,0.206907,25.548,20.262,521.339,28.142,35
147,2947,517,3.641,0,486.374,0.000,0.000,30.626,1.000,0.000,4,520.353,-4.111,24.881,-0.377,0.184351,29.424,520.285,-4.117,25.502,-0.420,0.202204,25.678,20.486,520.238,15.938,35
